found,as_link,r_link,sid,rid,subject,type
True,True,True,2970,1077,"Cebu Island (Philippines)--Maps",geographic
True,True,True,2971,817,"Chatillon (Hauts-de-Seine, France)--Maps",geographic
True,True,True,2972,386,"Chickahominy River (Va.)--History, Military",geographic
True,True,True,2973,532,"Cold Water Creek (N.C.)",geographic
True,True,True,2974,695,"Colon (Panama)--Description and travel",geographic
True,True,True,2975,350,"Delaware River Estuary--Travel",geographic
True,True,True,2976,580,"Dismal Swamp (N.C. and Va.)--Description and travel",geographic
True,True,True,2977,386,"Ellison's Mill (Va.)--History, Military",geographic
True,True,True,2978,843,"Falkland (N.C).--Commerce",geographic
True,True,True,2979,755,"Feather River (Calif.)--Description and travel",geographic
True,True,True,2980,1496,"Flat Rock (N.C.)--History",geographic
True,True,True,2981,435,"Fort Hampton (Beaufort, N.C.)",geographic
True,True,True,2982,683,"Fort Hawkins (Ga.)--Description and travel",geographic
True,True,True,2983,602,"Fort Holmes (N.C. : Fort)--History",geographic
True,True,True,2984,562,"Gold Hill (N.C.)",geographic
True,True,True,2985,2353,"Guantánamo Bay Naval Base (Cuba)--History",geographic
True,True,True,2986,2328,"Guantánamo (Cuba)",geographic
True,True,True,2987,522,"Guantanamo Bay (Cuba)--Description and travel",geographic
True,True,True,2988,2226,"Guantánamo Bay (Cuba)--History",geographic
True,True,True,2989,820,"Guantánamo Bay (Cuba)",geographic
True,True,True,2990,2256,"Guantánamo Bay Naval Base (Cuba)",geographic
True,True,True,2990,2273,"Guantánamo Bay Naval Base (Cuba)",geographic
True,True,True,2990,731,"Guantánamo Bay Naval Base (Cuba)",geographic
True,True,True,2991,362,"Hatteras, Cape (N.C.)--History",geographic
True,True,True,2992,755,"Juan Fernandez Islands--Description and travel",geographic
True,True,True,2993,450,"Kobe-shi (Japan)--Description and travel",geographic
True,True,True,2994,646,"Lu¨shun (China)--History",geographic
True,True,True,2995,987,"Malay Peninsula--Description and travel",geographic
True,True,True,2996,386,"Malvern Hill (Va.)--History, Military",geographic
True,True,True,2997,442,"Mississippi Delta (Miss. : Region)",geographic
True,True,True,2998,527,"Morelia (Michoacan de Ocampo, Mexico)--Description and travel",geographic
True,True,True,2999,511,"Mush Island (N.C.)",geographic
True,True,True,3000,634,"Natural Bridge (Fla.), Battle of, 1865",geographic
True,True,True,3001,645,"Oregon territory--Geography",geographic
True,True,True,3002,645,"Oregon territory--History",geographic
True,True,True,3003,645,"Oregon territory--Social life and customs",geographic
True,True,True,3004,653,"Pactolus (N.C.)--History",geographic
True,True,True,3005,2029,"Saint Helena Island (S.C.)--History",geographic
True,True,True,3006,725,"Shanghai (China : International Settlement)",geographic
True,True,True,3007,376,"Wilson (N.C.)--Church history",geographic
True,True,True,3008,886,"Wilson (N.C.)--Commerce",geographic
True,True,True,3009,885,"Wilson (N.C.)--Race relations",geographic
True,True,True,3010,442,"Wilson (N.C.)--Social life and customs",geographic
True,True,True,3011,348,"Camp Winder (Va.)--History--19th century",geographic
True,True,True,3012,956,"Fort Anderson (N.C.)--History--19th century",geographic
True,True,True,3013,807,"Hatteras Inlet (N.C.)--History, Military--19th century",geographic
True,True,True,3014,736,"Hatteras, Cape (N.C.)--History, Military--19th century",geographic
True,True,True,3015,761,"James River (Va.)--History, Military--19th century",geographic
True,True,True,3016,592,"Rapidan River (Va.)--History, Military--19th century",geographic
True,True,True,3017,736,"Santa Rosa Island (Fla.)--History, Military--19th century",geographic
True,True,True,3018,924,"Wilson (N.C.)--Social life and customs--19th century",geographic
True,True,True,3018,801,"Wilson (N.C.)--Social life and customs--19th century",geographic
True,True,True,3019,559,"Bermuda Island (Bermuda Islands)--Social life and customs--20th century",geographic
True,True,True,3020,791,"Corregidor Island (Philippines)--Social life and customs--20th century",geographic
True,True,True,3021,646,"Honda, Point (Calif.)--History, Naval--20th century",geographic
True,True,True,3021,2231,"Honda, Point (Calif.)--History, Naval--20th century",geographic
True,True,True,3022,603,"Wilson (N.C.)--History--20th century",geographic
True,True,True,3023,801,"Wilson (N.C.)--Social life and customs--20th century",geographic
True,True,True,3024,650,"Zentsu¯ji-shi (Japan)--History, military--20th century",geographic
True,True,True,3025,539,"Scottish Americans--Pennsylvania--Wayne County",geographic
True,True,True,3026,1971,"Bermuda Islands--Maps--Early works to 1800.",geographic
True,True,True,3027,531,"United States--Armed Forces--Philippines",geographic
True,True,True,3028,2254,"United States--Foreign economic relations--Iraq",geographic
True,True,True,3028,576,"United States--Foreign economic relations--Iraq",geographic
True,True,True,3029,2150,"United States--History--1901-1953.",geographic
True,True,True,3029,2151,"United States--History--1901-1953.",geographic
True,True,True,3030,951,"Soviet Union--Foreign relations--1933-1945",geographic
True,True,True,3031,423,"United States-- History-- Revolution, 1775-1783--American forces",geographic
True,True,True,3032,1373,"United States--Armed Forces--France--Newspapers",geographic
True,True,True,3033,529,"Mexico--History--Revulotion, 1910-1920--Personal narratives",geographic
True,True,True,3034,997,"Tennessee--Sumner County--History--19th century",geographic
True,True,True,3035,751,"North Carolina--History--Civil War, 1861-1865--Monuments--Photographs",geographic
True,True,True,3036,1191,"Duplin County (N.C)--Buildings, structures, etc.",geographic
True,True,True,3037,684,"Elizabeth City (N.C.)--Buildings, structures, etc.",geographic
True,True,True,3038,2489,"Enfield (N.C.)--Buildings, structures, etc.",geographic
True,True,True,3039,2486,"Nash County (N.C.)--Buildings, structures, etc.",geographic
True,True,True,3040,339,"Pitt County (N.C.)--Buildings, structures, etc.",geographic
True,True,True,3041,354,"Warrenton (N.C.)--Buildings, structures, etc.",geographic
True,True,True,3042,1971,"Bermuda Islands--Distances, etc.",geographic
True,True,True,3043,1971,"Roanoke Island (N.C.)--Distances, etc.",geographic
True,True,True,3044,2031,"Fort Fisher (N.C.)--Expeditions, 1864-1865",geographic
True,True,True,3045,2227,"Boyington, Gregory--Anecdotes",personal
True,True,True,3046,2227,"Bundy, McGeorge--Anecdotes",personal
True,True,True,3047,2227,"DeBlanc, Jefferson J., 1921-2007--Anecdotes",personal
True,True,True,3048,2227,"Kennedy, John F.--Anecdotes",personal
True,True,True,3049,644,"Garfield, James A. (James Abram), 1831-1881--Assassination",personal
True,True,True,3050,422,"Lincoln, Abraham, 1809-1865--Assassination",personal
True,True,True,3050,647,"Lincoln, Abraham, 1809-1865--Assassination",personal
True,True,True,3050,814,"Lincoln, Abraham, 1809-1865--Assassination",personal
True,True,True,3051,366,"Garner, John Nance, 1868-1967--Autographs",personal
True,True,True,3052,962,"Jarvis, Thomas Jordan, 1836-1915--Autographs",personal
True,True,True,3053,366,"Martin, Joseph W. (Joseph William), 1884-1968--Autographs",personal
True,True,True,3054,366,"Rainey, Henry Thomas, 1860-1934--Autographs",personal
True,True,True,3055,366,"Rayburn, Sam, 1882-1961--Autographs",personal
True,True,True,3056,808,"Allen, Sarah S.--Correspondence",personal
True,True,True,3057,441,"Anderson, Sherwood, 1876-1941--Correspondence",personal
True,True,True,3058,719,"Austin, Charles J.--Correspondence",personal
True,True,True,3059,496,"Battle, Kemp P. (Kemp Plummer), 1831-1919--Correspondence",personal
True,True,True,3060,350,"Blackstock, Walter--Correspondence",personal
True,True,True,3061,647,"Brough, John, 1811-1865--Correspondence",personal
True,True,True,3062,406,"Broughton, J. Melville (Joseph Melville), 1888-1949--Correspondence",personal
True,True,True,3063,923,"Burke, Arleigh A., 1901-1996--Correspondence",personal
True,True,True,3064,496,"Carr, William Kearney, 1860-1915--Correspondence",personal
True,True,True,3065,1139,"Carter, Samuel Powhatan, 1819-1891--Correspondence",personal
True,True,True,3066,806,"Cobb, Ty, 1886-1961--Correspondence",personal
True,True,True,3067,358,"Coker, Elizabeth Boatwright--Correspondence",personal
True,True,True,3068,495,"Collins, LeRoy--Correspondence",personal
True,True,True,3069,483,"Crockett, Davy, 1786-1836--Correspondence",personal
True,True,True,3070,491,"Daniels, Josephus, 1862-1948--Correspondence",personal
True,True,True,3071,384,"Dortch, Wm. T. (William T.), 1824-1889--Correspondence",personal
True,True,True,3072,1345,"Duchamp, Marcel, 1887-1968--Correspondence",personal
True,True,True,3073,486,"Eisenhower, Mamie Doud, 1896-1979--Correspondence",personal
True,True,True,3074,694,"Fisher, Charles Frederick, 1816-1861--Correspondence",personal
True,True,True,3075,379,"Forbes, Tony N., 1873-1911--Correspondence",personal
True,True,True,3076,838,"Freed, Paul E.--Correspondence",personal
True,True,True,3077,796,"Friday, William C. (William Clyde)--Correspondence",personal
True,True,True,3078,425,"George V, King of Great Britain, 1865-1936--Correspondence",personal
True,True,True,3079,495,"Gore, Albert, 1907-1998--Correspondence",personal
True,True,True,3080,1345,"Gorsline, Douglas W., 1913-1985--Correspondence",personal
True,True,True,3081,406,"Graham, Frank Porter, 1886-1972--Correspondence",personal
True,True,True,3082,1224,"Helms, Jesse--Correspondence",personal
True,True,True,3083,923,"Henderson, Loy W. (Loy Wesley), 1892-1986--Correspondence",personal
True,True,True,3084,433,"Hoey, Clyde Roark, 1877-1954--Correspondence",personal
True,True,True,3084,397,"Hoey, Clyde Roark, 1877-1954--Correspondence",personal
True,True,True,3085,494,"Holden, W. W. (William Woods), 1818-1892--Correspondence",personal
True,True,True,3086,1360,"Housman, A. E. (Alfred Edward), 1859-1936--Correspondence",personal
True,True,True,3087,1120,"Howell, Annie--Correspondence",personal
True,True,True,3088,441,"Hughes, Langston, 1902-1967--Correspondence",personal
True,True,True,3089,491,"Hull, Cordell, 1871-1955--Correspondence",personal
True,True,True,3090,923,"Humphrey, Hubert H. (Hubert Horatio), 1911-1978--Correspondence",personal
True,True,True,3091,724,"Jenkins, Leo W. (Leo Warren), 1913-1989--Correspondence",personal
True,True,True,3092,1224,"Jones, Walter B., 1913-1992--Correspondence",personal
True,True,True,3093,682,"Joyner, James N. (James Noah), 1888-1972--Correspondence",personal
True,True,True,3094,805,"Kennedy, John F. (John Fitzgerald), 1917-1963--Correspondence",personal
