found,as_link,r_link,sid,rid,subject,type
True,True,True,1,1566,"Account books",topical
True,True,True,1,1380,"Account books",topical
True,True,True,2,2279,"Admirals' spouses",topical
True,True,True,2,2278,"Admirals' spouses",topical
True,True,True,3,1344,"Aeronautics",topical
True,True,True,4,660,"African American veterans",topical
True,True,True,5,1357,"Aids to navigation",topical
True,True,True,6,547,"Airplanes, Military",topical
True,True,True,7,2278,"Airships",topical
True,True,True,8,418,"Alamance Creek, Battle of, N.C., 1771",topical
True,True,True,9,461,"Alcohol as fuel",topical
True,True,True,10,339,"American poetry",topical
True,True,True,11,915,"Anti-submarine warfare",topical
True,True,True,11,918,"Anti-submarine warfare",topical
True,True,True,11,908,"Anti-submarine warfare",topical
True,True,True,11,2325,"Anti-submarine warfare",topical
True,True,True,11,2376,"Anti-submarine warfare",topical
True,True,True,12,2222,"Ardennes, Battle of the, 1944-1945",topical
True,True,True,12,658,"Ardennes, Battle of the, 1944-1945",topical
True,True,True,12,591,"Ardennes, Battle of the, 1944-1945",topical
True,True,True,13,587,"Argonne, Battle of the, France, 1918",topical
True,True,True,13,570,"Argonne, Battle of the, France, 1918",topical
True,True,True,13,502,"Argonne, Battle of the, France, 1918",topical
True,True,True,14,1125,"Armenian question",topical
True,True,True,15,656,"Artificial limbs",topical
True,True,True,16,626,"Atlanta Campaign, 1864",topical
True,True,True,16,647,"Atlanta Campaign, 1864",topical
True,True,True,17,2452,"Authors",topical
True,True,True,18,875,"Authors, American",topical
True,True,True,19,1025,"Aviation ground crews",topical
True,True,True,20,2154,"B-24 (Bomber)",topical
True,True,True,21,635,"Ballads",topical
True,True,True,22,2229,"Bataan Death March, Philippines, 1942",topical
True,True,True,22,643,"Bataan Death March, Philippines, 1942",topical
True,True,True,23,2229,"Bataan, Battle of, Philippines, 1942",topical
True,True,True,24,756,"Bentonville, Battle of, Bentonville, N.C., 1865",topical
True,True,True,25,1119,"Boating accidents",topical
True,True,True,26,925,"Book clubs (Discussion groups)",topical
True,True,True,27,577,"Bristoe Station, Battle of, Va., 1863",topical
True,True,True,28,1017,"Bronze Star Medal (U.S.)",topical
True,True,True,29,508,"Buena Vista, Battle of, Mexico, 1847",topical
True,True,True,30,457,"Bull Run, 1st Battle of, Va., 1861",topical
True,True,True,30,577,"Bull Run, 1st Battle of, Va., 1861",topical
True,True,True,31,647,"Bull Run, 2nd Battle of, Va., 1862",topical
True,True,True,32,353,"Burnside's Expedition to North Carolina, 1862",topical
True,True,True,33,339,"Camp meetings",topical
True,True,True,34,1071,"Capitulations, Military",topical
True,True,True,35,647,"Cedar Mountain, Battle of, Va., 1862",topical
True,True,True,36,814,"Champion Hill, Battle of, Miss., 1863",topical
True,True,True,37,647,"Chancellorsville, Battle of, Chancellorsville, Va., 1863",topical
True,True,True,38,573,"Charleston Earthquake, S.C., 1886",topical
True,True,True,38,580,"Charleston Earthquake, S.C., 1886",topical
True,True,True,39,647,"Cheat Mountain, Battle of, W. Va., 1861",topical
True,True,True,40,2318,"Cherbourg, Battle of, Cherbourg, France, 1944",topical
True,True,True,41,2466,"Child labor",topical
True,True,True,42,2313,"Children of military personnel",topical
True,True,True,43,400,"Choctaw Indians",topical
True,True,True,44,373,"Classical swine fever",topical
True,True,True,45,500,"Cold Harbor, Battle of, Va., 1864",topical
True,True,True,46,558,"Cold War",topical
True,True,True,47,342,"Commercial catalogs",topical
True,True,True,48,2635,"Communicable diseases",topical
True,True,True,49,460,"Compulsory health insurance",topical
True,True,True,50,397,"Confederate Memorial Day",topical
True,True,True,51,619,"Conservation of natural resources",topical
True,True,True,52,2285,"Coral Sea, Battle of the, 1942",topical
True,True,True,52,2309,"Coral Sea, Battle of the, 1942",topical
True,True,True,52,2317,"Coral Sea, Battle of the, 1942",topical
True,True,True,52,2364,"Coral Sea, Battle of the, 1942",topical
True,True,True,52,2346,"Coral Sea, Battle of the, 1942",topical
True,True,True,53,2245,"Courtship",topical
True,True,True,54,2463,"Crocheting",topical
True,True,True,55,2326,"Cuban Missile Crisis, 1962",topical
True,True,True,55,2340,"Cuban Missile Crisis, 1962",topical
True,True,True,55,2353,"Cuban Missile Crisis, 1962",topical
True,True,True,56,907,"Destroyer escorts",topical
True,True,True,56,906,"Destroyer escorts",topical
True,True,True,56,908,"Destroyer escorts",topical
True,True,True,56,920,"Destroyer escorts",topical
True,True,True,56,913,"Destroyer escorts",topical
True,True,True,56,909,"Destroyer escorts",topical
True,True,True,56,915,"Destroyer escorts",topical
True,True,True,56,914,"Destroyer escorts",topical
True,True,True,56,910,"Destroyer escorts",topical
True,True,True,56,921,"Destroyer escorts",topical
True,True,True,56,922,"Destroyer escorts",topical
True,True,True,56,918,"Destroyer escorts",topical
True,True,True,56,2333,"Destroyer escorts",topical
True,True,True,56,2332,"Destroyer escorts",topical
True,True,True,56,2331,"Destroyer escorts",topical
True,True,True,57,2337,"Destroyers (Warships)",topical
True,True,True,57,2336,"Destroyers (Warships)",topical
True,True,True,58,709,"Diaries (Blank-books)",topical
True,True,True,59,1055,"Enigma cipher system",topical
True,True,True,60,355,"Fair Oaks, Battle of, Va., 1862",topical
True,True,True,61,2483,"Families of military personnel",topical
True,True,True,62,2227,"Fighter plane combat",topical
True,True,True,63,1014,"Fletcher Class (Destroyers)",topical
True,True,True,63,1009,"Fletcher Class (Destroyers)",topical
True,True,True,63,1354,"Fletcher Class (Destroyers)",topical
True,True,True,64,414,"Forest conservation",topical
True,True,True,65,414,"Forest surveys",topical
True,True,True,66,471,"Fort Donelson, Battle of, Tenn., 1862",topical
True,True,True,67,471,"Fort Henry, Battle of, Tenn., 1862",topical
True,True,True,68,500,"Fort Stedman, Battle of, Petersburg, Va., 1865",topical
True,True,True,69,344,"Fredericksburg, Battle of, Fredericksburg, Va., 1862",topical
True,True,True,69,348,"Fredericksburg, Battle of, Fredericksburg, Va., 1862",topical
True,True,True,69,500,"Fredericksburg, Battle of, Fredericksburg, Va., 1862",topical
True,True,True,70,566,"Genealogy",topical
True,True,True,71,497,"Gettysburg, Battle of, Gettysburg, Pa., 1863",topical
True,True,True,71,418,"Gettysburg, Battle of, Gettysburg, Pa., 1863",topical
True,True,True,72,1382,"Greeting cards",topical
True,True,True,73,2238,"Guadalcanal, Battle of, Solomon Islands, 1942-1943",topical
True,True,True,73,2322,"Guadalcanal, Battle of, Solomon Islands, 1942-1943",topical
True,True,True,73,2315,"Guadalcanal, Battle of, Solomon Islands, 1942-1943",topical
True,True,True,73,2316,"Guadalcanal, Battle of, Solomon Islands, 1942-1943",topical
True,True,True,73,2318,"Guadalcanal, Battle of, Solomon Islands, 1942-1943",topical
True,True,True,73,2319,"Guadalcanal, Battle of, Solomon Islands, 1942-1943",topical
True,True,True,73,2342,"Guadalcanal, Battle of, Solomon Islands, 1942-1943",topical
True,True,True,73,2343,"Guadalcanal, Battle of, Solomon Islands, 1942-1943",topical
True,True,True,73,2338,"Guadalcanal, Battle of, Solomon Islands, 1942-1943",topical
True,True,True,73,2352,"Guadalcanal, Battle of, Solomon Islands, 1942-1943",topical
True,True,True,73,2417,"Guadalcanal, Battle of, Solomon Islands, 1942-1943",topical
True,True,True,73,2413,"Guadalcanal, Battle of, Solomon Islands, 1942-1943",topical
True,True,True,73,2366,"Guadalcanal, Battle of, Solomon Islands, 1942-1943",topical
True,True,True,73,548,"Guadalcanal, Battle of, Solomon Islands, 1942-1943",topical
True,True,True,73,480,"Guadalcanal, Battle of, Solomon Islands, 1942-1943",topical
True,True,True,73,615,"Guadalcanal, Battle of, Solomon Islands, 1942-1943",topical
True,True,True,73,668,"Guadalcanal, Battle of, Solomon Islands, 1942-1943",topical
True,True,True,73,680,"Guadalcanal, Battle of, Solomon Islands, 1942-1943",topical
True,True,True,74,520,"Guilford Courthouse, Battle of, N.C., 1781",topical
True,True,True,74,358,"Guilford Courthouse, Battle of, N.C., 1781",topical
True,True,True,75,573,"Hampton Roads, Battle of, Va., 1862",topical
True,True,True,76,501,"Harpers Ferry, Battle of, Harpers Ferry, W. Va., 1862",topical
True,True,True,77,401,"Health insurance",topical
True,True,True,78,352,"House-raising parties",topical
True,True,True,79,361,"Hurricane Hazel, 1954",topical
True,True,True,80,556,"International economic integration",topical
True,True,True,81,489,"Iwo Jima, Battle of, Japan, 1945",topical
True,True,True,81,530,"Iwo Jima, Battle of, Japan, 1945",topical
True,True,True,81,695,"Iwo Jima, Battle of, Japan, 1945",topical
True,True,True,82,646,"Jutland, Battle of, 1916",topical
True,True,True,82,2231,"Jutland, Battle of, 1916",topical
True,True,True,83,1100,"Kamikaze airplanes",topical
True,True,True,84,2354,"Korean War, 1950-1953",topical
True,True,True,84,2426,"Korean War, 1950-1953",topical
True,True,True,85,2327,"Kwajalein Atoll, Battle of, Marshall Islands, 1944",topical
True,True,True,85,648,"Kwajalein Atoll, Battle of, Marshall Islands, 1944",topical
True,True,True,86,1079,"Leaflets dropped from aircraft",topical
True,True,True,87,358,"Lectures and lecturing",topical
True,True,True,88,2360,"Leyte Gulf, Battle of, Philippines, 1944",topical
True,True,True,88,2336,"Leyte Gulf, Battle of, Philippines, 1944",topical
True,True,True,88,2325,"Leyte Gulf, Battle of, Philippines, 1944",topical
True,True,True,88,2323,"Leyte Gulf, Battle of, Philippines, 1944",topical
True,True,True,88,2329,"Leyte Gulf, Battle of, Philippines, 1944",topical
True,True,True,88,2378,"Leyte Gulf, Battle of, Philippines, 1944",topical
True,True,True,88,2368,"Leyte Gulf, Battle of, Philippines, 1944",topical
True,True,True,89,1506,"Logbooks",topical
True,True,True,89,810,"Logbooks",topical
True,True,True,89,811,"Logbooks",topical
True,True,True,89,1362,"Logbooks",topical
True,True,True,90,727,"Malvern Hill, Battle of, Va., 1862",topical
True,True,True,91,2347,"Marine engineers",topical
True,True,True,92,2459,"Marriage",topical
True,True,True,92,2245,"Marriage",topical
True,True,True,93,2523,"Medical education",topical
True,True,True,94,2600,"Medical personnel",topical
True,True,True,95,2532,"Medical personnel and patient",topical
True,True,True,96,2600,"Medical sciences",topical
True,True,True,97,2488,"Medicine, Botanic",topical
True,True,True,98,2515,"Medicine, Military",topical
True,True,True,99,706,"Midway, Battle of, 1942",topical
True,True,True,99,2317,"Midway, Battle of, 1942",topical
True,True,True,99,2364,"Midway, Battle of, 1942",topical
True,True,True,99,2342,"Midway, Battle of, 1942",topical
True,True,True,99,2339,"Midway, Battle of, 1942",topical
True,True,True,99,2417,"Midway, Battle of, 1942",topical
True,True,True,99,2393,"Midway, Battle of, 1942",topical
True,True,True,99,2410,"Midway, Battle of, 1942",topical
True,True,True,99,2396,"Midway, Battle of, 1942",topical
True,True,True,99,1006,"Midway, Battle of, 1942",topical
True,True,True,100,910,"Military convoys",topical
True,True,True,101,592,"Mine Run Campaign, Va., 1863",topical
True,True,True,102,2342,"Minelayers (Ships)",topical
True,True,True,103,2314,"Minesweepers",topical
True,True,True,104,1380,"Missionaries",topical
True,True,True,105,635,"Missouri compromise",topical
True,True,True,106,408,"Mobile Bay, Battle of, Ala., 1864",topical
True,True,True,107,2550,"Museum exhibits",topical
True,True,True,108,630,"National school lunch program",topical
True,True,True,109,2246,"Naval reconnaissance",topical
True,True,True,110,353,"Naval stores",topical
True,True,True,111,949,"Nuclear energy",topical
True,True,True,112,959,"Nuremberg Trial of Major German War Criminals, Nuremberg, Germany, 1945-1946",topical
True,True,True,113,958,"Nuremberg War Crime Trials, Nuremberg, Germany, 1946-1949",topical
True,True,True,114,2551,"Nursing",topical
True,True,True,115,2358,"Operation Crossroads, Marshall Islands, 1946",topical
True,True,True,115,2415,"Operation Crossroads, Marshall Islands, 1946",topical
True,True,True,115,1013,"Operation Crossroads, Marshall Islands, 1946",topical
True,True,True,115,1000,"Operation Crossroads, Marshall Islands, 1946",topical
True,True,True,116,658,"Operation Flintlock, 1944",topical
True,True,True,117,2251,"Operation Sail, 1976",topical
True,True,True,117,713,"Operation Sail, 1976",topical
True,True,True,118,2556,"Patent medicines",topical
True,True,True,118,1559,"Patent medicines",topical
True,True,True,118,709,"Patent medicines",topical
True,True,True,119,789,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,889,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,1001,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,1025,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,1019,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,1055,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,1079,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2333,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2335,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2334,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2342,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2340,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2338,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2339,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2343,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2345,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2352,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2347,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2351,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2356,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2362,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2316,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2315,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2312,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2313,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2320,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2285,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2273,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2425,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2416,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2417,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2426,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2415,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2411,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2396,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2402,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2410,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2368,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2367,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2370,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2382,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,2375,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,530,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,119,693,"Pearl Harbor (Hawaii), Attack on, 1941",topical
True,True,True,120,667,"Peleliu, Battle of, Palau, 1944",topical
True,True,True,121,2443,"Pellagra",topical
True,True,True,122,582,"Peninsular Campaign, 1862",topical
True,True,True,122,577,"Peninsular Campaign, 1862",topical
True,True,True,122,409,"Peninsular Campaign, 1862",topical
True,True,True,123,1359,"Persian Gulf War, 1991",topical
True,True,True,124,627,"Petersburg Crater, Battle of, Va., 1864",topical
True,True,True,124,471,"Petersburg Crater, Battle of, Va., 1864",topical
True,True,True,125,2317,"Philippine Sea, Battle of the, 1944 (June 19-21)",topical
True,True,True,126,2246,"Photographic interpretation (Military science)",topical
True,True,True,127,358,"Plantations",topical
True,True,True,128,2307,"Polaris (Missile)",topical
True,True,True,129,1382,"Postcards",topical
True,True,True,129,776,"Postcards",topical
True,True,True,129,778,"Postcards",topical
True,True,True,130,879,"Prisoners of war",topical
True,True,True,131,369,"Prohibition",topical
True,True,True,132,1042,"Propaganda, Japanese",topical
True,True,True,133,2635,"Public health",topical
True,True,True,134,2600,"Public health personnel",topical
True,True,True,135,1044,"Radiation injuries",topical
True,True,True,136,2535,"Radiology",topical
True,True,True,137,664,"Reconstruction (U.S. history, 1865-1877)",topical
True,True,True,137,701,"Reconstruction (U.S. history, 1865-1877)",topical
True,True,True,137,573,"Reconstruction (U.S. history, 1865-1877)",topical
True,True,True,137,429,"Reconstruction (U.S. history, 1865-1877)",topical
True,True,True,137,422,"Reconstruction (U.S. history, 1865-1877)",topical
True,True,True,137,389,"Reconstruction (U.S. history, 1865-1877)",topical
True,True,True,138,368,"Russo-Japanese War, 1904-1905",topical
True,True,True,139,1507,"Sailing ships",topical
True,True,True,140,648,"Saipan, Battle of, Northern Mariana Islands, 1944",topical
True,True,True,141,2410,"Santa Cruz Islands, Battle of the, Solomon Islands, 1942",topical
True,True,True,141,2396,"Santa Cruz Islands, Battle of the, Solomon Islands, 1942",topical
True,True,True,142,2338,"Savo Island, Battle of, Solomon Islands, 1942",topical
True,True,True,143,811,"Seafaring life",topical
True,True,True,144,901,"Seamanship",topical
True,True,True,145,386,"Seven Days' Battles, Va., 1862",topical
True,True,True,146,647,"Shenandoah Valley Campaign, 1862",topical
True,True,True,147,577,"Shenandoah Valley Campaign, 1864 (August-November)",topical
True,True,True,147,727,"Shenandoah Valley Campaign, 1864 (August-November)",topical
True,True,True,147,497,"Shenandoah Valley Campaign, 1864 (August-November)",topical
True,True,True,148,602,"Sherman's March through the Carolinas",topical
True,True,True,148,647,"Sherman's March through the Carolinas",topical
True,True,True,148,807,"Sherman's March through the Carolinas",topical
True,True,True,149,647,"Sherman's March to the Sea",topical
True,True,True,149,602,"Sherman's March to the Sea",topical
True,True,True,150,755,"Ships in art",topical
True,True,True,151,533,"Silver question",topical
True,True,True,151,496,"Silver question",topical
True,True,True,151,657,"Silver question",topical
True,True,True,152,700,"Sino-Japanese Conflict, 1931-1933",topical
True,True,True,153,2264,"Sino-Japanese War, 1937-1945",topical
True,True,True,153,2271,"Sino-Japanese War, 1937-1945",topical
True,True,True,153,804,"Sino-Japanese War, 1937-1945",topical
True,True,True,153,793,"Sino-Japanese War, 1937-1945",topical
True,True,True,153,759,"Sino-Japanese War, 1937-1945",topical
True,True,True,153,688,"Sino-Japanese War, 1937-1945",topical
True,True,True,153,572,"Sino-Japanese War, 1937-1945",topical
True,True,True,153,552,"Sino-Japanese War, 1937-1945",topical
True,True,True,154,653,"Slave bills of sale",topical
True,True,True,155,644,"Slavery and the church",topical
True,True,True,156,2019,"Soldiers, Black",topical
True,True,True,157,793,"Spirituals (Songs)",topical
True,True,True,158,500,"Spotsylvania Court House, Battle of, Va., 1864",topical
True,True,True,159,446,"Steamboats",topical
True,True,True,160,2332,"Submarine chasers",topical
True,True,True,160,914,"Submarine chasers",topical
True,True,True,161,2535,"Surgery",topical
True,True,True,162,791,"Tagalog language",topical
True,True,True,163,439,"Tet Offensive, 1968",topical
True,True,True,164,979,"Translators",topical
True,True,True,165,736,"Trent Affair, 1861",topical
True,True,True,166,1047,"Tuberculosis",topical
True,True,True,167,2266,"Tuskegee Syphilis Study",topical
True,True,True,168,1055,"ULTRA (Intelligence system)",topical
True,True,True,169,2153,"Vietnam War, 1961-1975",topical
True,True,True,169,1348,"Vietnam War, 1961-1975",topical
True,True,True,169,2366,"Vietnam War, 1961-1975",topical
True,True,True,169,2420,"Vietnam War, 1961-1975",topical
True,True,True,169,2237,"Vietnam War, 1961-1975",topical
True,True,True,169,2256,"Vietnam War, 1961-1975",topical
True,True,True,169,2230,"Vietnam War, 1961-1975",topical
True,True,True,169,2345,"Vietnam War, 1961-1975",topical
True,True,True,169,2335,"Vietnam War, 1961-1975",topical
True,True,True,169,2321,"Vietnam War, 1961-1975",topical
True,True,True,169,2317,"Vietnam War, 1961-1975",topical
True,True,True,169,2308,"Vietnam War, 1961-1975",topical
True,True,True,169,439,"Vietnam War, 1961-1975",topical
True,True,True,169,558,"Vietnam War, 1961-1975",topical
True,True,True,170,1507,"Voyages and travels",topical
True,True,True,170,1506,"Voyages and travels",topical
True,True,True,170,811,"Voyages and travels",topical
True,True,True,171,2492,"Wager of battle",topical
True,True,True,172,2417,"Wake Island, Battle of, Wake Island, 1941",topical
True,True,True,172,2224,"Wake Island, Battle of, Wake Island, 1941",topical
True,True,True,172,650,"Wake Island, Battle of, Wake Island, 1941",topical
True,True,True,173,1118,"War games, Naval",topical
True,True,True,174,558,"Watergate Affair, 1972-1974",topical
True,True,True,175,727,"White Oak Swamp, Battle of, Va., 1862",topical
True,True,True,176,1359,"Whitehall, Battle of, Seven Springs, N.C., 1862",topical
True,True,True,177,500,"Wilderness, Battle of the, Va., 1864",topical
True,True,True,178,619,"Wildlife conservation",topical
True,True,True,179,497,"Winchester, 3rd Battle of, Winchester, Va., 1864",topical
True,True,True,180,721,"Women missionaries",topical
True,True,True,181,616,"Women teachers",topical
True,True,True,182,2280,"World War, 1914-1918",topical
True,True,True,182,2241,"World War, 1914-1918",topical
True,True,True,182,2483,"World War, 1914-1918",topical
True,True,True,182,1363,"World War, 1914-1918",topical
True,True,True,182,958,"World War, 1914-1918",topical
True,True,True,182,2529,"World War, 1914-1918",topical
True,True,True,182,2591,"World War, 1914-1918",topical
True,True,True,182,2599,"World War, 1914-1918",topical
True,True,True,182,2602,"World War, 1914-1918",topical
True,True,True,183,2420,"World War, 1939-1945",topical
True,True,True,183,2419,"World War, 1939-1945",topical
True,True,True,183,2427,"World War, 1939-1945",topical
True,True,True,183,2429,"World War, 1939-1945",topical
True,True,True,183,2428,"World War, 1939-1945",topical
True,True,True,183,2430,"World War, 1939-1945",topical
True,True,True,183,2445,"World War, 1939-1945",topical
True,True,True,183,2459,"World War, 1939-1945",topical
True,True,True,183,2387,"World War, 1939-1945",topical
True,True,True,183,2391,"World War, 1939-1945",topical
True,True,True,183,1368,"World War, 1939-1945",topical
True,True,True,183,2483,"World War, 1939-1945",topical
True,True,True,183,2469,"World War, 1939-1945",topical
True,True,True,183,2241,"World War, 1939-1945",topical
True,True,True,183,2255,"World War, 1939-1945",topical
True,True,True,183,2348,"World War, 1939-1945",topical
True,True,True,183,2280,"World War, 1939-1945",topical
True,True,True,183,2278,"World War, 1939-1945",topical
True,True,True,184,1353,"Wright Brothers National Memorial (N.C.)",topical
True,True,True,185,1358,"Wright Flyer (Airplane)",topical
True,True,True,185,1375,"Wright Flyer (Airplane)",topical
True,True,True,186,2494,"Clinical Medicine",topical
True,True,True,187,2491,"Dental Equipment",topical
True,True,True,188,2495,"Education, Medical",topical
True,True,True,188,2506,"Education, Medical",topical
True,True,True,188,2523,"Education, Medical",topical
True,True,True,188,2493,"Education, Medical",topical
True,True,True,188,2494,"Education, Medical",topical
True,True,True,188,2487,"Education, Medical",topical
True,True,True,188,2558,"Education, Medical",topical
True,True,True,188,2595,"Education, Medical",topical
True,True,True,188,2570,"Education, Medical",topical
True,True,True,188,2586,"Education, Medical",topical
True,True,True,188,2510,"Education, Medical",topical
True,True,True,188,2594,"Education, Medical",topical
True,True,True,188,2590,"Education, Medical",topical
True,True,True,188,2511,"Education, Medical",topical
True,True,True,189,2527,"Education, Nursing",topical
True,True,True,190,351,"Harbinger (Steamer)",topical
True,True,True,191,2319,"Inchon Landing, Inch?o?n, Korea, 1950",topical
True,True,True,191,2346,"Inchon Landing, Inch?o?n, Korea, 1950",topical
True,True,True,191,1017,"Inchon Landing, Inch?o?n, Korea, 1950",topical
True,True,True,192,355,"Jackson, Battle of, Jackson, Miss., 1863",topical
True,True,True,193,400,"Kinsey Institute (Lenoir County, N.C.)",topical
True,True,True,194,2535,"Nervous System Diseases",topical
True,True,True,195,2556,"Nonprescription Drugs",topical
True,True,True,196,1317,"North Carolina. Convention (1789)",topical
True,True,True,197,2526,"Obstetrical Forceps",topical
True,True,True,198,2600,"Oral histories",topical
True,True,True,118,2609,"Patent medicines",topical
True,True,True,199,2488,"Pharmaceutical Preparations",topical
True,True,True,200,2556,"Prescription Drugs",topical
True,True,True,201,2493,"Prescriptions",topical
True,True,True,202,2512,"Recipes",topical
True,True,True,203,2512,"Traditional Medicine",topical
True,True,True,204,2515,"World War (1939-1945)",topical
True,True,True,205,580,"Love-letters--19th century",topical
True,True,True,206,808,"Authors, American--20th century",topical
True,True,True,206,412,"Authors, American--20th century",topical
True,True,True,207,446,"Agriculture--Alabama",topical
True,True,True,207,523,"Agriculture--Alabama",topical
True,True,True,208,571,"Crops--Alabama",topical
True,True,True,209,784,"Missionaries, Medical--Alaska",topical
True,True,True,210,2251,"Search and rescue operations--Alaska",topical
True,True,True,211,2250,"Sailors--Alcohol use",topical
True,True,True,212,362,"World War, 1939-1945--Algeria",topical
True,True,True,213,423,"Privateering--America",topical
True,True,True,214,2260,"Tobacco industry--Argentina",topical
True,True,True,215,2260,"Tobacco workers--Argentina",topical
True,True,True,216,520,"Mineral waters--Arkansas",topical
True,True,True,217,556,"Tobacco industry--Asia",topical
True,True,True,218,1071,"Search and rescue operations--Atlantic Ocean",topical
True,True,True,219,795,"Penal transportation--Australia",topical
True,True,True,220,2236,"Missionaries--Brazil",topical
True,True,True,221,2236,"Protestantism--Brazil",topical
True,True,True,222,721,"Public schools--Brazil",topical
True,True,True,223,2352,"Oceanographers--California",topical
True,True,True,224,417,"Sealing--Chile",topical
True,True,True,225,2135,"Flue-cured tobacco--China",topical
True,True,True,226,599,"Footbinding--China",topical
True,True,True,227,759,"Gardening--China",topical
True,True,True,228,2293,"Historians--China",topical
True,True,True,229,2289,"Military intelligence--China",topical
True,True,True,230,2242,"Missionaries--China",topical
True,True,True,230,2262,"Missionaries--China",topical
True,True,True,230,2265,"Missionaries--China",topical
True,True,True,230,2297,"Missionaries--China",topical
True,True,True,230,2228,"Missionaries--China",topical
True,True,True,230,2142,"Missionaries--China",topical
True,True,True,230,575,"Missionaries--China",topical
True,True,True,230,552,"Missionaries--China",topical
True,True,True,231,784,"Missionaries, Medical--China",topical
True,True,True,232,599,"Music teachers--China",topical
True,True,True,233,617,"Opium abuse--China",topical
True,True,True,233,2137,"Opium abuse--China",topical
True,True,True,234,2287,"Prisoners of war--China",topical
True,True,True,235,2228,"Schools, American--China",topical
True,True,True,236,2258,"Sino-Japanese Conflict, 1931-1933--China",topical
True,True,True,237,536,"Tobacco industry--China",topical
True,True,True,237,617,"Tobacco industry--China",topical
True,True,True,237,2228,"Tobacco industry--China",topical
True,True,True,237,2260,"Tobacco industry--China",topical
True,True,True,237,2259,"Tobacco industry--China",topical
True,True,True,237,2258,"Tobacco industry--China",topical
True,True,True,237,2271,"Tobacco industry--China",topical
True,True,True,237,2287,"Tobacco industry--China",topical
True,True,True,237,2299,"Tobacco industry--China",topical
True,True,True,237,2303,"Tobacco industry--China",topical
True,True,True,237,2293,"Tobacco industry--China",topical
True,True,True,237,2137,"Tobacco industry--China",topical
True,True,True,237,2135,"Tobacco industry--China",topical
True,True,True,237,766,"Tobacco industry--China",topical
True,True,True,238,2259,"Tobacco workers--China",topical
True,True,True,238,2258,"Tobacco workers--China",topical
True,True,True,239,681,"Women missionaries--China",topical
True,True,True,239,688,"Women missionaries--China",topical
True,True,True,239,700,"Women missionaries--China",topical
True,True,True,239,599,"Women missionaries--China",topical
True,True,True,239,759,"Women missionaries--China",topical
True,True,True,239,2264,"Women missionaries--China",topical
True,True,True,240,956,"Bonds--Confederate States of America",topical
